orderid,discount,profit,quantity,sales,profit_margin
US-2021-112116-2172,0,44.7096,2,171.96,0.26
US-2021-134257-2173,0,3.3948,2,7.38,0.46
US-2021-134257-2174,0,240.8595,5,491.55,0.49
US-2021-144722-2175,999,18.1146,1,43.13,0.42
US-2021-145352-2176,999,0.7398,1,2.74,0.27
US-2021-145352-2177,999,2.1684,3,8.34,0.26
US-2021-145352-2178,999,3177.475,5,6354.95,0.5
US-2021-145352-2179,999,11.685,3,46.74,0.25
US-2021-150231-2180,0,6.3072,3,17.52,0.36
US-2021-153906-2181,0,2.577,2,85.9,0.03
US-2021-110632-2182,0,9.1314,2,33.82,0.27
US-2021-110632-2183,0,2.7036,1,15.02,0.18
US-2021-111829-2184,0,100.656,2,209.7,0.48
US-2021-111829-2185,0,349.3392,3,1247.64,0.28
US-2021-111829-2186,0,1480.4671,7,3149.93,0.47
US-2021-113110-2187,0.2,6.3684,2,17.568,0.3625
US-2021-113110-2188,0,6.8714,2,14.62,0.47
US-2021-113110-2189,0,19.6686,6,40.14,0.49
US-2021-113110-2190,0,8.6736,4,33.36,0.26
US-2021-132101-2191,0.2,39.6879,3,453.576,0.0875
US-2021-143532-2192,0.2,4.8924,3,14.496,0.3375
US-2021-149993-2193,0,3.597,5,10.9,0.33
US-2021-163104-2194,0,5.8604,2,11.96,0.49
US-2021-168088-2195,0.32,-67.6704,4,383.4656,-0.176470588
US-2021-168088-2196,0.2,23.7742,2,65.584,0.3625
US-2021-106565-2197,0,24.8832,8,51.84,0.48
US-2021-127607-2198,0.8,-4.396,2,2.512,-1.75
US-2021-127607-2199,0.2,6.1308,9,18.864,0.325
US-2021-159534-2200,0.2,353.5792,8,1087.936,0.325
US-2021-159534-2201,0.2,16.8237,3,49.848,0.3375
US-2021-159534-2202,0,11.995,1,23.99,0.5
US-2021-159534-2203,0,20.1408,4,83.92,0.24
US-2021-159534-2204,0,53.9946,2,199.98,0.27
US-2021-165813-2205,0.2,2.5641,3,29.304,0.0875
US-2021-120621-2206,0.2,156.338,4,962.08,0.1625
US-2021-120621-2207,0.7,-9.8463,3,12.843,-0.766666667
US-2021-120621-2208,0.2,96.0232,14,295.456,0.325
US-2021-117884-2209,0.2,-33.8418,9,150.408,-0.225
US-2021-117884-2210,0.2,89.5888,7,447.944,0.2
US-2021-121552-2211,0,5.4768,4,19.56,0.28
US-2021-157812-2212,0.8,-21.168,9,14.112,-1.5
US-2021-157812-2213,0.2,-25.9136,2,129.568,-0.2
US-2021-157812-2214,0.2,5.2877,1,18.392,0.2875
US-2021-163279-2215,0,15.6332,2,91.96,0.17
US-2021-163279-2216,0,48.5392,4,105.52,0.46
US-2021-163279-2217,0.2,185.997,3,1487.976,0.125
US-2021-163440-2218,0.2,1.1988,2,15.984,0.075
US-2021-107944-2219,0,92.5056,11,192.72,0.48
US-2021-107944-2220,0,86.3892,3,239.97,0.36
US-2021-125374-2221,0.3,-29.2524,2,107.772,-0.271428571
US-2021-130218-2222,0,14.202,4,31.56,0.45
US-2021-130218-2223,0,0.5584,4,27.92,0.02
US-2021-138219-2224,0,16.68,4,33.36,0.5
US-2021-112508-2225,0.2,0.5244,2,6.992,0.075
US-2021-118423-2226,0.3,-35.9058,3,359.058,-0.1
US-2021-145457-2227,0,13.132,5,46.9,0.28
US-2021-103793-2228,0.2,23.235,3,74.352,0.3125
US-2021-116981-2229,0,3.4086,3,13.11,0.26
US-2021-116981-2230,0,282.2092,7,1085.42,0.26
US-2021-164301-2231,0,610.8624,8,3393.68,0.18
US-2021-167374-2232,0.2,12.51,6,40.032,0.3125
US-2021-167374-2233,0.2,5.0328,3,16.776,0.3
US-2021-132948-2234,0,3.348,5,83.7,0.04
US-2021-131534-2235,0,16.032,5,33.4,0.48
US-2021-131534-2236,0,24.936,1,166.24,0.15
US-2021-133536-2237,0,11.2308,3,22.92,0.49
US-2021-135363-2238,0.2,1.7004,1,5.232,0.325
US-2021-135363-2239,0.2,5.4432,3,15.552,0.35
US-2021-103996-2240,0,9.5616,3,19.92,0.48
US-2021-103996-2241,0,4.5402,3,9.87,0.46
US-2021-103996-2242,0,99.9408,6,212.64,0.47
US-2021-103996-2243,0,20.7675,3,53.25,0.39
US-2021-105361-2244,0,8.1144,4,17.64,0.46
US-2021-121272-2245,0,21.2512,4,73.28,0.29
US-2021-150749-2246,0,1.4456,2,5.56,0.26
US-2021-153549-2247,0.2,131.2785,5,1166.92,0.1125
US-2021-104871-2248,0.3,-110.0232,4,366.744,-0.3
US-2021-121405-2249,0.2,8.526,5,23.52,0.3625
US-2021-121405-2250,0.2,13.572,5,180.96,0.075
US-2021-128125-2251,0.6,-7.833,3,22.38,-0.35
US-2021-128125-2252,0.2,35.6613,3,98.376,0.3625
US-2021-137106-2253,0.2,27.986,5,79.96,0.35
US-2021-122140-2254,0.8,-80.48,2,32.192,-2.5
US-2021-122140-2255,0.2,-0.6265,7,50.12,-0.0125
US-2021-122140-2256,0.2,1.7991,3,47.976,0.0375
US-2021-136378-2257,0.8,-13.734,3,9.156,-1.5
US-2021-142811-2258,0.2,32.925,5,87.8,0.375
US-2021-159513-2259,0.2,24.2919,3,71.976,0.3375
US-2021-110667-2260,0,22.764,2,108.4,0.21
US-2021-110667-2261,0,4.3524,2,11.16,0.39
US-2021-110667-2262,0.2,27.7911,3,82.344,0.3375
US-2021-110667-2263,0.2,3.2944,4,9.088,0.3625
US-2021-112452-2264,0.1,107.346,2,644.076,0.166666667
US-2021-112452-2265,0,5.8696,2,12.76,0.46
US-2021-112452-2266,0,2.628,2,5.84,0.45
US-2021-112452-2267,0,209.993,2,599.98,0.35
US-2021-112452-2268,0,0.438,1,10.95,0.04
US-2021-102855-2269,0,6.4368,8,23.84,0.27
US-2021-102855-2270,0,26.3934,6,239.94,0.11
US-2021-119942-2271,0.2,7.7688,6,23.904,0.325
US-2021-136476-2272,0.7,-115.7156,1,157.794,-0.733333333
US-2021-161452-2273,0.2,89.2224,3,892.224,0.1
US-2021-167010-2274,0.5,-211.47,5,352.45,-0.6
US-2021-167010-2275,0.2,2.37,1,7.584,0.3125
US-2021-167010-2276,0.2,-68.392,4,547.136,-0.125
US-2021-167010-2277,0.2,18.396,7,98.112,0.1875
US-2021-167010-2278,0.7,-6.952,4,10.428,-0.666666667
US-2021-167010-2279,0.2,21.1428,4,563.808,0.0375
US-2021-167010-2280,0.4,-3.2175,5,14.85,-0.216666667
US-2021-167010-2281,0.4,-9.7972,2,41.988,-0.233333333
US-2021-100888-2282,0.2,16.1838,3,47.952,0.3375
US-2021-124541-2283,0.2,5.256,9,42.048,0.125
US-2021-124541-2284,0.8,-16.884,6,9.648,-1.75
US-2021-124541-2285,0.8,-12.075,3,6.9,-1.75
US-2021-124541-2286,0.2,2.8884,2,7.968,0.3625
US-2021-124541-2287,0.2,4.4604,2,25.488,0.175
US-2021-130554-2288,0.2,1.0269,3,11.736,0.0875
US-2021-140025-2289,0.8,-1181.2824,8,463.248,-2.55
US-2021-140025-2290,0.2,47.994,6,383.952,0.125
US-2021-166492-2291,0,12.4416,4,25.92,0.48
US-2021-166492-2292,0,5.8708,2,22.58,0.26
US-2021-101000-2293,0,144.3546,3,370.14,0.39
US-2021-116512-2294,0,3.0498,3,17.94,0.17
US-2021-142027-2295,0.2,-13.8717,3,369.912,-0.0375
US-2021-134201-2296,0,6.0147,3,14.67,0.41
US-2021-134201-2297,0,38.3508,4,142.04,0.27
US-2021-168767-2298,0.2,4.3308,2,12.832,0.3375
US-2021-111164-2299,0,113.848,5,406.6,0.28
US-2021-111164-2300,0,34.9074,3,85.14,0.41
US-2021-111164-2301,0,10.5552,1,21.99,0.48
US-2021-125563-2302,0.2,14.3136,3,54.528,0.2625
US-2021-125563-2303,0.2,10.104,2,67.36,0.15
US-2021-136987-2304,0,24.2696,2,52.76,0.46
US-2021-136987-2305,0.2,215.9892,4,639.968,0.3375
US-2021-145415-2306,0,0.4074,3,40.74,0.01
US-2021-100216-2307,0.2,10.8864,6,31.104,0.35
US-2021-100216-2308,0.2,17.8152,3,54.816,0.325
US-2021-106257-2309,0.2,-15.098,2,241.568,-0.0625
US-2021-106257-2310,0.2,41.993,2,479.92,0.0875
US-2021-120502-2311,0,15.8256,2,37.68,0.42
US-2021-120502-2312,0,29.5776,2,75.84,0.39
US-2021-120502-2313,0.2,19.3932,2,258.576,0.075
US-2021-120551-2314,0,8.0178,3,17.43,0.46
US-2021-133452-2315,0.2,-97.7394,3,710.832,-0.1375
US-2021-133452-2316,0,69.986,4,199.96,0.35
US-2021-133837-2317,0.2,0.8058,1,10.744,0.075
US-2021-149678-2318,0,0.3864,1,12.88,0.03
US-2021-168704-2319,0.3,-113.282,4,609.98,-0.185714286
US-2021-168704-2320,0.3,-45.294,2,211.372,-0.214285714
US-2021-168704-2321,0.2,17.9982,3,239.976,0.075
US-2021-116841-2322,0.2,2.6406,1,35.208,0.075
US-2021-106215-2323,0.2,4.0872,4,12.576,0.325
US-2021-137974-2324,0,125.5824,9,523.26,0.24
US-2021-137974-2325,0,119.686,7,1196.86,0.1
US-2021-137974-2326,0,4.57,1,9.14,0.5
US-2021-137974-2327,0,148.1064,2,569.64,0.26
US-2021-142734-2328,0.1,2.8392,2,127.764,0.022222222
US-2021-146675-2329,0.2,-4.9005,3,43.56,-0.1125
US-2021-146675-2330,0.2,485.9892,4,1439.968,0.3375
US-2021-161263-2331,0.2,4.5216,3,45.216,0.1
US-2021-161263-2332,0.2,1.2792,3,7.872,0.1625
US-2021-161263-2333,0.7,-46.225,5,55.47,-0.833333333
US-2021-161263-2334,0.2,0.2353,1,1.448,0.1625
US-2021-161263-2335,0.2,-2.2134,7,10.416,-0.2125
US-2021-161263-2336,0.4,-27.7158,3,118.782,-0.233333333
US-2021-148712-2337,0,2.7846,3,10.71,0.26
US-2021-148712-2338,0.2,21.0249,13,62.296,0.3375
US-2021-148712-2339,0,36.852,1,99.6,0.37
US-2021-155306-2340,0,419.8185,5,1447.65,0.29
US-2021-155306-2341,0,2.224,2,5.56,0.4
US-2021-155306-2342,0,5.8604,2,11.96,0.49
US-2021-155306-2343,0,129.348,3,323.37,0.4
US-2021-155306-2344,0.2,68.5965,5,783.96,0.0875
US-2021-102722-2345,0,41.535,6,106.5,0.39
US-2021-113593-2346,0,30.0144,3,115.44,0.26
US-2021-115742-2347,0,17.0981,1,89.99,0.19
US-2021-115742-2348,0,2.9568,2,6.16,0.48
US-2021-115742-2349,0,17.9634,6,38.22,0.47
US-2021-115742-2350,0,35.3346,6,75.18,0.47
US-2021-134271-2351,0,10.3071,3,21.93,0.47
US-2021-142601-2352,0,27.882,2,61.96,0.45
US-2021-142601-2353,0,9.4717,7,947.17,0.01
US-2021-163433-2354,0.3,-20.245,1,56.686,-0.357142857
US-2021-163433-2355,0.2,6.5058,3,74.352,0.0875
US-2021-163433-2356,0.2,0.8856,3,7.872,0.1125
US-2021-163433-2357,0.8,-2.2878,1,1.476,-1.55
US-2021-163433-2358,0.8,-6.8992,2,4.312,-1.6
US-2021-163433-2359,0.2,5.4432,3,15.552,0.35
US-2021-163433-2360,0.2,8.2848,2,41.424,0.2
US-2021-163433-2361,0.2,6.123,2,97.968,0.0625
US-2021-163433-2362,0.2,24.4768,4,244.768,0.1
US-2021-155369-2363,0.8,-52.8336,2,19.568,-2.7
US-2021-155369-2364,0.8,-512.1468,4,310.392,-1.65
US-2021-109169-2365,0,81.432,2,180.96,0.45
US-2021-142433-2366,0.2,44.046,3,117.456,0.375
US-2021-149342-2367,0,297.69,6,595.38,0.5
US-2021-149342-2368,0,6.2208,2,12.96,0.48
US-2021-149342-2369,0,77.7519,3,287.97,0.27
US-2021-107678-2370,0,51.8292,2,191.96,0.27
US-2021-107678-2371,0,35.6796,3,209.88,0.17
US-2021-107678-2372,0,9.798,3,21.3,0.46
US-2021-107678-2373,0,131.586,5,469.95,0.28
US-2021-151253-2374,0,16.6764,3,64.14,0.26
US-2021-151253-2375,0.2,7.7679,3,88.776,0.0875
US-2021-118227-2376,0,7.5371,1,25.99,0.29
US-2021-112557-2377,0,90.8292,3,206.43,0.44
US-2021-115420-2378,0,9.8164,2,21.34,0.46
US-2021-130365-2379,0.3,-23.7822,3,128.058,-0.185714286
US-2021-130365-2380,0.2,-55.256,2,221.024,-0.25
US-2021-143602-2381,0.2,4.5318,3,13.944,0.325
US-2021-153878-2382,0,76.272,5,272.4,0.28
US-2021-153878-2383,0,16.17,5,57.75,0.28
US-2021-114839-2384,0.3,-5.8346,2,408.422,-0.014285714
US-2021-122266-2385,0.45,-76.6062,1,191.5155,-0.4
US-2021-122266-2386,0.2,0.4264,1,2.624,0.1625
US-2021-134026-2387,0.2,-114.3912,8,831.936,-0.1375
US-2021-134026-2388,0.2,1.213,2,97.04,0.0125
US-2021-134026-2389,0.2,-18.196,1,72.784,-0.25
US-2021-137302-2390,0.2,6.3936,3,63.936,0.1
US-2021-137302-2391,0,15.4752,3,59.52,0.26
US-2021-137302-2392,0.2,17.6232,3,50.352,0.35
US-2021-137302-2393,0.2,38.997,3,311.976,0.125
US-2021-124450-2394,0,316.8825,3,1267.53,0.25
US-2021-124450-2395,0,8.8686,3,22.74,0.39
US-2021-124450-2396,0,648.5624,8,1379.92,0.47
US-2021-151841-2397,0.2,3.267,5,43.56,0.075
US-2021-151841-2398,0.2,0.73,2,5.84,0.125
US-2021-120782-2399,0.1,41.496,1,186.732,0.222222222
US-2021-120782-2400,0,1906.485,3,3812.97,0.5
US-2021-130792-2401,0.8,-20.3322,3,8.652,-2.35
US-2021-130792-2402,0.8,-18.8728,4,12.176,-1.55
US-2021-130792-2403,0.2,2.6811,3,23.832,0.1125
US-2021-157434-2404,0.2,2.8884,2,7.968,0.3625
US-2021-103716-2405,0,9.702,3,34.65,0.28
US-2021-103716-2406,0.2,1.7325,5,19.8,0.0875
US-2021-115238-2407,0,10.449,5,24.3,0.43
US-2021-115238-2408,0,3.792,1,9.48,0.4
US-2021-115238-2409,0,13.188,5,31.4,0.42
US-2021-115238-2410,0,3.1104,1,6.48,0.48
US-2021-115238-2411,0,58.66,10,209.5,0.28
US-2021-135174-2412,0.4,-255.7425,5,1022.97,-0.25
US-2021-164175-2413,0.3,-15.2225,5,213.115,-0.071428571
US-2021-104486-2414,0.2,4.4138,1,12.176,0.3625
US-2021-104486-2415,0,10.4496,3,37.32,0.28
US-2021-104486-2416,0,10.518,2,35.06,0.3
US-2021-145821-2417,0.2,11.094,3,88.752,0.125
US-2021-161998-2418,0.2,14.2992,3,63.552,0.225
US-2021-161998-2419,0.2,10.794,6,172.704,0.0625
US-2021-161998-2420,0.2,4.6548,3,41.376,0.1125
US-2021-116687-2421,0.2,2.9889,3,8.856,0.3375
US-2021-116687-2422,0.2,13.8579,3,158.376,0.0875
US-2021-107937-2423,0,106.5408,6,665.88,0.16
US-2021-112130-2424,0.3,-36.1764,6,844.116,-0.042857143
US-2021-112130-2425,0.2,6.5164,2,23.696,0.275
US-2021-112130-2426,0.2,2.0475,7,18.2,0.1125
US-2021-112130-2427,0.2,14.2272,2,59.904,0.2375
US-2021-112130-2428,0.2,2.8884,2,7.968,0.3625
US-2021-112130-2429,0.2,-9.594,3,76.752,-0.125
US-2021-112130-2430,0.2,-0.3444,3,27.552,-0.0125
US-2021-150770-2431,0,2.5578,3,8.82,0.29
US-2021-150770-2432,0.2,17.3488,2,49.568,0.35
US-2021-150770-2433,0.2,21.8736,2,62.496,0.35
US-2021-150770-2434,0,122.3856,4,339.96,0.36
US-2021-160864-2435,0.2,5.193,3,13.848,0.375
US-2021-110548-2436,0.2,118.293,7,946.344,0.125
US-2021-129700-2437,0.6,-8.9152,7,22.288,-0.4
US-2021-144253-2438,0,12.864,2,26.8,0.48
US-2021-146290-2439,0,35.2604,7,125.93,0.28
US-2021-137512-2440,0.3,-31.3722,2,244.006,-0.128571429
US-2021-137512-2441,0.2,5.3784,4,15.936,0.3375
US-2021-147879-2442,0,21.0128,2,45.68,0.46
US-2021-109939-2443,0.2,0.5904,2,5.248,0.1125
US-2021-113971-2444,0.2,1.2528,6,8.352,0.15
US-2021-136798-2445,0,11.1564,3,123.96,0.09
US-2021-136798-2446,0,21.99,2,43.98,0.5
US-2021-136798-2447,0,105.8316,3,377.97,0.28
US-2021-142055-2448,0,18.2112,2,37.94,0.48
US-2021-160857-2449,0.1,21.294,2,127.764,0.166666667
US-2021-160857-2450,0,30.1872,3,79.44,0.38
US-2021-160857-2451,0,9.3312,3,19.44,0.48
US-2021-160857-2452,0,7.1586,3,357.93,0.02
US-2021-160857-2453,0.2,1014.9797,7,2799.944,0.3625
US-2021-155635-2454,0,23.9169,3,48.81,0.49
US-2021-129217-2455,0.8,-191.619,5,70.97,-2.7
US-2021-129217-2456,0.2,3.6784,2,36.784,0.1
US-2021-144043-2457,0.2,-2.918,4,46.688,-0.0625
US-2021-135727-2458,0.2,16.7972,7,191.968,0.0875
US-2021-122910-2459,0.2,20.1584,2,201.584,0.1
US-2021-130876-2460,0,9.8901,3,36.63,0.27
US-2021-131856-2461,0.6,-15.9268,4,21.968,-0.725
US-2021-131856-2462,0.2,41.5688,7,127.904,0.325
US-2021-131856-2463,0.2,69.6546,6,619.152,0.1125
US-2021-159380-2464,0,5.778,3,12.84,0.45
US-2021-159380-2465,0,11.556,6,25.68,0.45
US-2021-162607-2466,0.2,4.9248,3,14.592,0.3375
US-2021-145835-2467,0.2,5.6,4,16,0.35
US-2021-145835-2468,0.2,16.6788,2,222.384,0.075
US-2021-100146-2469,0.15,41.9965,5,509.9575,0.082352941
US-2021-100146-2470,0.2,-6.098,2,97.568,-0.0625
US-2021-100146-2471,0.2,81.2646,3,722.352,0.1125
US-2021-100146-2472,0,34.4148,3,122.91,0.28
US-2021-119291-2473,0.2,0.8088,1,2.696,0.3
US-2021-119291-2474,0.2,17.3488,8,198.272,0.0875
US-2021-119291-2475,0.7,-13.6312,2,18.588,-0.733333333
US-2021-119291-2476,0.7,-3.4272,3,4.896,-0.7
US-2021-119291-2477,0.2,62.8075,7,200.984,0.3125
US-2021-119291-2478,0.2,17.76,4,47.36,0.375
US-2021-119291-2479,0.2,31.7512,4,97.696,0.325
US-2021-165162-2480,0,55.896,4,1117.92,0.05
US-2021-138492-2481,0.2,-10.3936,2,51.968,-0.2
US-2021-166604-2482,0,8.7906,3,17.94,0.49
US-2021-100769-2483,0.2,31.996,4,255.968,0.125
US-2021-100251-2484,0,15.12,10,31.5,0.48
US-2021-100251-2485,0,16.124,4,55.6,0.29
US-2021-117184-2486,0.8,-49.92,5,33.28,-1.5
US-2021-117184-2487,0.2,4.9308,3,14.088,0.35
US-2021-165554-2488,0,5.3214,2,10.86,0.49
US-2021-153535-2489,0.2,20.392,4,163.136,0.125
US-2021-153535-2490,0.7,-4.9128,4,6.408,-0.766666667
US-2021-102806-2491,0.7,-18.0312,2,24.588,-0.733333333
US-2021-168914-2492,0.8,-52.9584,8,20.768,-2.55
US-2021-169278-2493,0.2,8.7672,4,26.976,0.325
US-2021-149846-2494,0,3.7996,2,8.26,0.46
US-2021-149846-2495,0,29.3412,7,104.79,0.28
US-2021-149846-2496,0.2,334.4985,7,2973.32,0.1125
US-2021-149846-2497,0.2,58.1796,6,775.728,0.075
US-2021-110569-2498,0.2,13.7016,4,121.792,0.1125
US-2021-110569-2499,0.7,-12.796,7,19.194,-0.666666667
US-2021-119102-2500,0,13.8915,3,51.45,0.27
US-2021-136805-2501,0,19.5858,9,75.33,0.26
US-2021-136805-2502,0.1,245.7,5,850.5,0.288888889
US-2021-154921-2503,0,87.7443,3,186.69,0.47
US-2021-165512-2504,0.3,-163.5767,7,602.651,-0.271428571
US-2021-165512-2505,0.8,-13.0152,6,7.656,-1.7
US-2021-109708-2506,0.2,58.38,4,467.04,0.125
US-2021-132941-2507,0.2,11.7334,7,32.368,0.3625
US-2021-132941-2508,0.2,1.6776,2,22.368,0.075
US-2021-132941-2509,0.2,36.3972,2,207.984,0.175
US-2021-138898-2510,0.2,84.5728,13,845.728,0.1
US-2021-141768-2511,0,4.8609,3,14.73,0.33
US-2021-152128-2512,0,8.0712,3,21.24,0.38
US-2021-152128-2513,0,60.1412,2,127.96,0.47
US-2021-113327-2514,0.2,4.4312,2,12.224,0.3625
US-2021-113327-2515,0.2,53.8048,4,153.728,0.35
US-2021-113327-2516,0.2,5.9384,1,18.272,0.325
US-2021-113327-2517,0.2,50.3832,7,167.944,0.3
US-2021-143147-2518,0.3,-28.6862,1,105.686,-0.271428571
US-2021-143147-2519,0.3,-4.497,5,104.93,-0.042857143
US-2021-143147-2520,0.4,-79.908,2,399.54,-0.2
US-2021-148964-2521,0,7.8936,1,20.24,0.39
US-2021-118948-2522,0,1.7901,3,6.63,0.27
US-2021-131758-2523,0,14.346,3,47.82,0.3
US-2021-131758-2524,0,6.003,5,13.05,0.46
US-2021-135020-2525,0.2,2.0574,2,6.096,0.3375
US-2021-135020-2526,0,21.7728,7,45.36,0.48
US-2021-135020-2527,0,160.623,3,535.41,0.3
US-2021-135020-2528,0,13.3371,1,45.99,0.29
US-2021-149601-2529,0,21.714,5,77.55,0.28
US-2021-149601-2530,0,2.436,1,16.24,0.15
US-2021-104297-2531,0.2,28.7064,3,85.056,0.3375
US-2021-111339-2532,0.3,-86.0586,3,317.058,-0.271428571
US-2021-111339-2533,0.2,-4.1568,4,41.568,-0.1
US-2021-111339-2534,0.2,2.9145,5,8.04,0.3625
US-2021-120880-2535,0.2,62.91,5,167.76,0.375
US-2021-120880-2536,0,15.552,5,32.4,0.48
US-2021-120880-2537,0,140.5482,3,540.57,0.26
US-2021-168277-2538,0,5.6994,3,12.39,0.46
US-2021-103177-2539,0,44.8896,2,160.32,0.28
US-2021-103177-2540,0,3.8655,3,128.85,0.03
US-2021-103177-2541,0,2.3997,3,239.97,0.01
US-2021-163923-2542,0,36.4704,4,151.96,0.24
US-2021-100818-2543,0.6,-61.872,2,51.56,-1.2
US-2021-100818-2544,0.8,-6.237,3,3.564,-1.75
US-2021-100818-2545,0.2,1.9926,2,5.904,0.3375
US-2021-100818-2546,0.2,54.215,7,173.488,0.3125
US-2021-120677-2547,0,770.352,8,2567.84,0.3
US-2021-124919-2548,0,26.271,7,58.38,0.45
US-2021-124919-2549,0,48.5392,4,105.52,0.46
US-2021-124919-2550,0,21.0288,6,80.88,0.26
US-2021-133627-2551,0,9.102,6,22.2,0.41
US-2021-136224-2552,0.2,1.1556,3,10.272,0.1125
US-2021-147788-2553,0,140.686,7,1406.86,0.1
US-2021-147788-2554,0,7.56,5,15.75,0.48
US-2021-147788-2555,0,61.389,2,323.1,0.19
US-2021-149748-2556,0,2.9808,2,8.28,0.36
US-2021-149748-2557,0,134.652,5,274.8,0.49
US-2021-149748-2558,0,16.7886,1,62.18,0.27
US-2021-156153-2559,0,0.3024,6,7.56,0.04
US-2021-132836-2560,0,181.656,6,403.68,0.45
US-2021-132836-2561,0,13.2986,7,28.91,0.46
US-2021-132836-2562,0,83.9944,2,299.98,0.28
US-2021-132836-2563,0,11.732,2,41.9,0.28
US-2021-161242-2564,0,5.7624,2,11.76,0.49
US-2021-163685-2565,0.8,-9.1648,8,5.728,-1.6
US-2021-163685-2566,0.2,13.2,10,42.24,0.3125
US-2021-142020-2567,0,11.9952,3,35.28,0.34
US-2021-142020-2568,0,14.3068,4,30.44,0.47
US-2021-158491-2569,0,35.994,2,119.98,0.3
US-2021-158491-2570,0,395.988,3,989.97,0.4
US-2021-164833-2571,0,3.0558,2,9.26,0.33
US-2021-164833-2572,0,3.4686,2,7.38,0.47
US-2021-115168-2573,0,4.752,2,10.56,0.45
US-2021-166947-2574,0.1,169.182,9,1522.638,0.111111111
US-2021-142041-2575,0.2,2.632,5,7.52,0.35
US-2021-157343-2576,0.2,1.002,3,8.016,0.125
US-2021-157343-2577,0.7,-12.208,4,18.312,-0.666666667
US-2021-157343-2578,0.2,9.072,5,25.92,0.35
US-2021-162201-2579,0.2,45.4671,7,173.208,0.2625
US-2021-162201-2580,0.2,0.3336,2,4.448,0.075
US-2021-162201-2581,0.7,-13.3936,2,18.264,-0.733333333
US-2021-162201-2582,0.2,3.15,3,9,0.35
US-2021-162201-2583,0.2,13.2,10,42.24,0.3125
US-2021-162201-2584,0.2,54.215,7,173.488,0.3125
US-2021-162201-2585,0.2,-6.462,4,516.96,-0.0125
US-2021-164007-2586,0.8,-393.602,2,143.128,-2.75
US-2021-164007-2587,0.2,0.7425,3,2.376,0.3125
US-2021-101868-2588,0.7,-26.964,3,38.52,-0.7
US-2021-101868-2589,0.7,-42.8,5,64.2,-0.666666667
US-2021-101868-2590,0.2,-8.1675,5,72.6,-0.1125
US-2021-110947-2591,0,56.55,3,113.1,0.5
US-2021-141012-2592,0,92.3936,4,355.36,0.26
US-2021-141012-2593,0.2,8.7735,3,140.376,0.0625
US-2021-144190-2594,0,6.2208,2,12.96,0.48
US-2021-121720-2595,0.2,-182.637,5,1123.92,-0.1625
US-2021-121720-2596,0.2,7.3008,3,48.672,0.15
US-2021-121720-2597,0.2,7.596,2,60.768,0.125
US-2021-121720-2598,0.7,-3.14,2,3.768,-0.833333333
US-2021-121720-2599,0.7,-62.88,5,78.6,-0.8
US-2021-121720-2600,0.2,51.8312,2,1036.624,0.05
US-2021-121720-2601,0.2,21.1428,4,563.808,0.0375
US-2021-121720-2602,0.2,31.198,2,249.584,0.125
US-2021-123960-2603,0,10.7892,2,29.16,0.37
US-2021-123960-2604,0,15.764,2,56.3,0.28
US-2021-123960-2605,0,16.6796,7,36.26,0.46
US-2021-123960-2606,0,15.552,5,32.4,0.48
US-2021-123960-2607,0,10.203,6,53.7,0.19
US-2021-104115-2608,0.2,4.1988,2,55.984,0.075
US-2021-131779-2609,0,5.083,5,29.9,0.17
US-2021-136105-2610,0,6.8768,2,24.56,0.28
US-2021-139850-2611,0.2,4.3296,2,43.296,0.1
US-2021-139850-2612,0.2,7.2576,4,20.736,0.35
US-2021-104059-2613,0.2,0.2996,1,3.424,0.0875
US-2021-104941-2614,0,6.9384,6,24.78,0.28
US-2021-104941-2615,0,8.8044,3,19.14,0.46
US-2021-104941-2616,0,15.552,5,32.4,0.48
US-2021-104941-2617,0,314.9895,3,899.97,0.35
US-2021-127418-2618,0.2,13.734,3,36.624,0.375
US-2021-137281-2619,0,3.1104,1,6.48,0.48
US-2021-155054-2620,0,13.428,2,29.84,0.45
US-2021-155054-2621,0,3.8822,2,8.26,0.47
US-2021-155054-2622,0,14.9556,2,67.98,0.22
US-2021-120439-2623,0.2,5.1072,6,51.072,0.1
US-2021-106495-2624,0.2,-0.7295,1,11.672,-0.0625
US-2021-129896-2625,0.2,11.0704,4,40.256,0.275
US-2021-129896-2626,0.2,-36.4704,6,364.704,-0.1
US-2021-129896-2627,0.2,2.99,2,9.568,0.3125
US-2021-129896-2628,0.2,-19.5624,2,82.368,-0.2375
US-2021-164567-2629,0.2,22.5576,3,225.576,0.1
US-2021-118955-2630,0.3,-25.3764,2,197.372,-0.128571429
US-2021-118955-2631,0.2,9.3444,3,28.752,0.325
US-2021-118955-2632,0.2,9.8658,3,27.216,0.3625
US-2021-163825-2633,0.2,1143.891,3,3050.376,0.375
US-2021-163825-2634,0,33.495,2,133.98,0.25
US-2021-167269-2635,0.2,2.1728,2,6.208,0.35
US-2021-122287-2636,0.2,20.724,5,75.36,0.275
US-2021-122287-2637,0.7,-6.104,2,9.156,-0.666666667
US-2021-122287-2638,0.7,-3.3264,7,4.536,-0.733333333
US-2021-122287-2639,0.2,4.3326,3,11.952,0.3625
US-2021-133242-2640,0,19.4688,3,60.84,0.32
US-2021-133242-2641,0,16.608,2,34.6,0.48
US-2021-133242-2642,0,15.8496,2,33.02,0.48
US-2021-133242-2643,0,58.5052,2,450.04,0.13
